id,nombre,latitud,longitud,direccion,fecha_inicio,hora_inicio,fecha_fin,hora_fin,trafico_flujo,trafico_vehiculo
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,12:00,2026-02-07,13:00,230,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,13:00,2026-02-07,14:00,285,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,14:00,2026-02-07,15:00,237,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,15:00,2026-02-07,16:00,206,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,16:00,2026-02-07,17:00,198,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,17:00,2026-02-07,18:00,218,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,18:00,2026-02-07,19:00,245,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,19:00,2026-02-07,20:00,230,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,20:00,2026-02-07,21:00,206,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,21:00,2026-02-07,22:00,198,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,22:00,2026-02-07,23:00,218,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,23:00,2026-02-07,23:59,257,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,00:00,2026-02-08,01:00,214,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,01:00,2026-02-08,02:00,178,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,02:00,2026-02-08,03:00,123,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,03:00,2026-02-08,04:00,74,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,04:00,2026-02-08,05:00,40,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,05:00,2026-02-08,06:00,31,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,06:00,2026-02-08,07:00,18,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,07:00,2026-02-08,08:00,12,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,08:00,2026-02-08,09:00,12,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,09:00,2026-02-08,10:00,18,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,10:00,2026-02-08,11:00,43,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,11:00,2026-02-08,12:00,98,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,12:00,2026-02-08,13:00,178,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,13:00,2026-02-08,14:00,221,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,14:00,2026-02-08,15:00,184,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,15:00,2026-02-08,16:00,159,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,16:00,2026-02-08,17:00,153,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,17:00,2026-02-08,18:00,168,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,18:00,2026-02-08,19:00,190,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,19:00,2026-02-08,20:00,178,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,20:00,2026-02-08,21:00,159,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,21:00,2026-02-08,22:00,153,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,22:00,2026-02-08,23:00,168,general
TRAF-PM-01,PM-01 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,23:00,2026-02-08,23:59,199,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,00:00,2026-02-04,01:00,141,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,01:00,2026-02-04,02:00,85,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,02:00,2026-02-04,03:00,57,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,03:00,2026-02-04,04:00,57,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,04:00,2026-02-04,05:00,85,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,05:00,2026-02-04,06:00,198,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,06:00,2026-02-04,07:00,452,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,07:00,2026-02-04,08:00,819,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,08:00,2026-02-04,09:00,1017,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,09:00,2026-02-04,10:00,848,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,10:00,2026-02-04,11:00,735,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,11:00,2026-02-04,12:00,706,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,12:00,2026-02-04,13:00,777,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,13:00,2026-02-04,14:00,876,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,14:00,2026-02-04,15:00,819,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,15:00,2026-02-04,16:00,735,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,16:00,2026-02-04,17:00,706,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,17:00,2026-02-04,18:00,777,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,18:00,2026-02-04,19:00,918,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,19:00,2026-02-04,20:00,989,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,20:00,2026-02-04,21:00,819,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,21:00,2026-02-04,22:00,565,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,22:00,2026-02-04,23:00,339,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-04,23:00,2026-02-04,23:59,184,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,00:00,2026-02-07,01:00,920,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,01:00,2026-02-07,02:00,762,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,02:00,2026-02-07,03:00,526,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,03:00,2026-02-07,04:00,315,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,04:00,2026-02-07,05:00,171,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,05:00,2026-02-07,06:00,131,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,06:00,2026-02-07,07:00,79,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,07:00,2026-02-07,08:00,53,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,08:00,2026-02-07,09:00,53,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,09:00,2026-02-07,10:00,79,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,10:00,2026-02-07,11:00,184,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,11:00,2026-02-07,12:00,421,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,12:00,2026-02-07,13:00,762,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,13:00,2026-02-07,14:00,946,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,14:00,2026-02-07,15:00,789,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,15:00,2026-02-07,16:00,683,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,16:00,2026-02-07,17:00,657,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,17:00,2026-02-07,18:00,723,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,18:00,2026-02-07,19:00,815,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,19:00,2026-02-07,20:00,762,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,20:00,2026-02-07,21:00,683,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,21:00,2026-02-07,22:00,657,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,22:00,2026-02-07,23:00,723,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-07,23:00,2026-02-07,23:59,854,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,00:00,2026-02-08,01:00,784,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,01:00,2026-02-08,02:00,649,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,02:00,2026-02-08,03:00,448,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,03:00,2026-02-08,04:00,269,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,04:00,2026-02-08,05:00,146,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,05:00,2026-02-08,06:00,112,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,06:00,2026-02-08,07:00,67,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,07:00,2026-02-08,08:00,45,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,08:00,2026-02-08,09:00,45,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,09:00,2026-02-08,10:00,67,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,10:00,2026-02-08,11:00,157,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,11:00,2026-02-08,12:00,358,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,12:00,2026-02-08,13:00,649,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,13:00,2026-02-08,14:00,806,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,14:00,2026-02-08,15:00,672,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,15:00,2026-02-08,16:00,582,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,16:00,2026-02-08,17:00,560,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,17:00,2026-02-08,18:00,616,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,18:00,2026-02-08,19:00,694,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,19:00,2026-02-08,20:00,649,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,20:00,2026-02-08,21:00,582,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,21:00,2026-02-08,22:00,560,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,22:00,2026-02-08,23:00,616,general
TRAF-PM-02,PM-02 Avenida Juan Sebastián Elcano,36.72231037324942,-4.366237997769633,Avenida Juan Sebastián Elcano,2026-02-08,23:00,2026-02-08,23:59,728,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,00:00,2026-02-04,01:00,660,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,01:00,2026-02-04,02:00,711,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,02:00,2026-02-04,03:00,589,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,03:00,2026-02-04,04:00,406,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,04:00,2026-02-04,05:00,244,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,05:00,2026-02-04,06:00,132,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,06:00,2026-02-04,07:00,102,general
TRAF-PM-03,PM-03 Bolivia,36.71996872213814,-4.3662953497492145,Bolivia,2026-02-04,07:00,2026-02-04,08:00,61,general
