id,categoria,nombre,descripcion,direccion,latitud,longitud,titularidad,accesibilidad_pmr
ITS-CAM-21574,camara_trafico,TV50-VIRREINAS,C/ Gounod - C/ J. Gaztambide (La Virreina).,Calle Gounod,36.75270291483545,-4.427387997934199,municipal,no
ITS-CAM-75098,camara_trafico,TV94-PLAZA DE LA MARINA - MOLINA LARIO,Plaza De La Marina - Molina Lario,Plaza de la Marina,36.71831683716084,-4.419979557536229,municipal,no
ITS-CAM-21546,camara_trafico,TV07-BOQUETE DEL MUELLE,Pso. de los Curas - Boquete del Muelle.,Plaza de la Marina,36.717676914898995,-4.419618997946151,municipal,no
ITS-CAM-21616,camara_trafico,TV25-RAMÓN Y CAJAL,Avda Ramón y Cajal – Mosen Diego Valera.,Avenida de Santiago Ramón y Cajal,36.746703914883405,-4.4224629979402605,municipal,no
ITS-CAM-21542,camara_trafico,TV03-JS ELCANO-ESTACIÓN,Avda. J. Sebastián Elcano – Avd. Estación de el Palo.,Avenida de Juan Sebastián Elcano,36.72110491545638,-4.361649998012766,municipal,no
ITS-CAM-21602,camara_trafico,TV78-C. EPIDEMIA-GORDON,C/ Cristo de la Epidemia - C/ Gordon.,Calle Cristo de la Epidemia,36.729609514952735,-4.414866997950395,municipal,no
ITS-CAM-21536,camara_trafico,TV20-PSO. CURAS,Pso. Curas – Avda. Cánovas Castillo.,Avenida de Cánovas del Castillo,36.71966191497385,-4.412311997954209,municipal,no
ITS-CAM-21603,camara_trafico,TV79-PABLO PINEDA,Gta. Pablo Pineda Ferrer.,Calle Molino de San Telmo,36.73501891493375,-4.416990997947499,municipal,no
ITS-CAM-21543,camara_trafico,TV04-JS ELCANO-PILONES,Avda. J. Sebastián Elcano - Arroyo de los Pilones.,Calle Ventura de la Vega,36.72242691533655,-4.374844697997098,municipal,no
ITS-CAM-21564,camara_trafico,TV40-PTE. ARMIÑÁN,Pte. de Armiñán – Pso. de Martiricos.,Avenida del Doctor Gálvez Ginachero,36.72680081483236,-4.426516097937586,municipal,no
ITS-CAM-78681,camara_trafico,TV136-GALVEZ GINACHERO,"Av. Doctor Gálvez Ginachero, nº 9",Avenida del Doctor Gálvez Ginachero,36.72678157317018,-4.427862525078663,municipal,no
ITS-CAM-75075,camara_trafico,TV109-ALAMEDA BARCELÓ - GÓMEZ DE CÁDIZ,Alameda Barceló - Gómez De Cádiz,Alameda Barceló,36.73116685636162,-4.420777706472089,municipal,no
ITS-CAM-21581,camara_trafico,TV57-PTO TORRE-J. LATINO,Avda. Lope de Rueda – C/ Juan Latino.,Calle Lope de Rueda,36.742079914155795,-4.488476997869329,municipal,no
ITS-CAM-75091,camara_trafico,TV125-LOPE DE VEGA - LOPE DE RUEDA,Lope De Vega - Lope De Rueda,Calle Lope de Rueda,36.733427326135995,-4.47738449667837,municipal,no
ITS-CAM-21580,camara_trafico,TV56-PTO TORRE-OROZCO,Avda. Lope de Rueda – C/ de Orozco.,Calle Lope de Rueda,36.74015791422473,-4.482494997875763,municipal,no
ITS-CAM-21613,camara_trafico,TV89-JOAQUÍN VARGAS,Situación: Azucarera Intelhorce - C/Joaquín Vargas,Calle de Joaquín Vargas,36.69333691406283,-4.49428399786806,municipal,no
ITS-CAM-21608,camara_trafico,TV84-EDUARDO TOLDRÁ,C/ Eduardo Toldrá,Calle Boccherini,36.690218914460424,-4.459591997904833,municipal,no
ITS-CAM-21624,camara_trafico,TV33-AVDA. MOLIERE,Avda. Velázquez – Avda. Moliere.,Avenida de Velázquez,36.691059914488704,-4.457074997907466,municipal,no
ITS-CAM-21579,camara_trafico,TV55-PTO. TORRE-ANDERSEN,Avda. Lope de Rueda – Avda. Andersen.,Calle Lope de Rueda,36.738297914245415,-4.480629997877891,municipal,no
ITS-CAM-21567,camara_trafico,TV43-DOS ACERAS,C/ Refino – C/ Dos Aceras.,Calle Refino,36.726413914895964,-4.420313797944561,municipal,no
ITS-CAM-21570,camara_trafico,TV46-SIMON BOLIVAR,Avda. Ortega y Gasset - Alcalde Díaz Zafra.,Glorieta de la Afición Malaguista,36.733669914763546,-4.433429997929262,municipal,no
ITS-CAM-21553,camara_trafico,TV14-RENFE,Héroe Sostoa – Expl. de la Estación.,Plaza de los Gálvez,36.71182291478403,-4.43049399793456,municipal,no
ITS-CAM-21582,camara_trafico,TV58-ORTEGA GASSET - A7,Avda. Ortega y Gasset – C/ Juan Gris.,Glorieta Ramón Sánchez,36.709497914516945,-4.455316997907611,municipal,no
ITS-CAM-21557,camara_trafico,TV18-VICTORIA,C/ Victoria – Plaza María Guerrero.,Calle Granada,36.722629914926486,-4.417140997948486,municipal,no
ITS-CAM-21604,camara_trafico,TV80-HOSPITAL CIVIL,Plaza Hospital Civil.,Plaza del Hospital Civil,36.72709391479044,-4.430565997933052,municipal,no
ITS-CAM-75103,camara_trafico,TV99-EMILIO THUILLER - ALCALDE JOAQUÍN QUILES,Emilio Thuiller - Alcalde Joaquín Quiles,Calle Emilio Thuillier,36.749603781610325,-4.42216580560463,municipal,no
ITS-CAM-75071,camara_trafico,TV105-AVDA. PRIES - SANTA CRISTINA,Avda. Pries - Santa Cristina,Avenida de Príes,36.721043085879785,-4.407209659092693,municipal,no
ITS-CAM-75072,camara_trafico,TV106-PSO Mº PABLO RUIZ PICASSO - MARCOS DE OBREGÓN,Pso Mº Pablo Ruiz Picasso - Marcos De Obregón,Avenida del Pintor Joaquín Sorolla,36.722579729684675,-4.391412156304559,municipal,no
ITS-CAM-75073,camara_trafico,TV107-PINTOR SOROLLA - TORRE DE SAN TELMO,Pintor Sorolla - Torre De San Telmo,Avenida del Pintor Joaquín Sorolla,36.72178404320656,-4.381192930065068,municipal,no
ITS-CAM-21568,camara_trafico,TV44-THUILLER,C/ Emilio Thuiller - C/ Martín Aldehuela.,Calle Emilio Thuillier,36.74533091488878,-4.421875997941048,municipal,no
ITS-CAM-21572,camara_trafico,TV48-AVDA.VELÁZQUEZ,Avda. Velázquez - C/ Gaucín.,Avenida de Velázquez,36.697882914585946,-4.448488997916106,municipal,no
ITS-CAM-75095,camara_trafico,TV129-GLORIETA ALBERT CAMUS -,Glorieta Albert Camus,Glorieta de Albert Camus,36.715917738234964,-4.429344267570293,municipal,no
ITS-CAM-21600,camara_trafico,TV76-PUENTE DE LA ROSALEDA,Avda. Luis Buñuel - Puente de la Rosaleda.,Paseo Martiricos,36.73275691483299,-4.426726997936799,municipal,no
ITS-CAM-75080,camara_trafico,TV115-JUAN XXIII - CMNO SAN RAFAEL,Juan XXIII - Cmno San Rafael,Avenida de Juan Xxiii,36.70954809647716,-4.444801795122921,municipal,no
ITS-CAM-21589,camara_trafico,TV65-AVDA ANDALUCIA,Avda. de Andalucia - C/ Alcalde Tomás Domínguez.,Calle Alcalde Tomás Domínguez,36.717408914732104,-4.43569299792829,municipal,no
ITS-CAM-78675,camara_trafico,TV131-PLAZA BAILEN,Plaza Bailén,Avenida de Barcelona,36.72466671156702,-4.431303956759749,municipal,no
ITS-CAM-21597,camara_trafico,TV73-PLAZA DE LA SOLIDARIDAD,Plaza de la Solidaridad,Plaza de la Solidaridad,36.71418191476395,-4.432519997932096,municipal,no
ITS-CAM-78679,camara_trafico,TV134-PLAZA CAPUCHINOS,Plaza Capuchinos,Plaza de Capuchinos,36.72920548504507,-4.421088711288989,municipal,no
ITS-CAM-21575,camara_trafico,TV51-PSO. DE LOS TILOS,Paseo de los Tilos - C/ Flores Garcia.,Paseo de los Tilos,36.712218914685906,-4.4398189979242275,municipal,no
ITS-CAM-75067,camara_trafico,TV101-PSO DE LOS TILOS - EGUÍLUZ,Pso De Los Tilos - Eguíluz,Paseo de los Tilos,36.713488902295595,-4.43428750228417,municipal,no
ITS-CAM-75078,camara_trafico,TV112-C/ ALMOGÍA - C/ BENAGALBÓN,C/ Almogía - C/ Benagalbón,Calle Almogía,36.71610200205944,-4.454041184926972,municipal,no
ITS-CAM-21571,camara_trafico,TV47-MOLINILLO,Cruz del Molinillo - C/ Salamanca.,Calle Cruz del Molinillo,36.72708391485482,-4.424353997939978,municipal,no
ITS-CAM-75084,camara_trafico,TV118-CRTA AZUCARERA INTELHORCE - CASTELAO,Crta Azucarera Intelhorce - Castelao,Carretera Azucarera-intelhorce,36.691543250859056,-4.4864259243102325,municipal,no
ITS-CAM-21555,camara_trafico,TV16-SACABA,Av. Manuel Alvar,Avenida Imperio Argentina,36.68028291457716,-4.44852399791773,municipal,no
ITS-CAM-75081,camara_trafico,TV116-VIRGEN DE LA CABEZA - CÓMPETA,Virgen De La Cabeza - Cómpeta,Calle Virgen de la Cabeza,36.71909034139443,-4.44932719031041,municipal,no
ITS-CAM-21548,camara_trafico,TV09-MANUEL AZAÑA,,Plaza de Manuel Azaña,36.71491591459491,-4.4484119979145795,municipal,no
ITS-CAM-21619,camara_trafico,TV28-ALAMEDA,Alameda Principal – C/Córdoba.,Alameda Principal,36.71760681486806,-4.4226376979427755,municipal,no
ITS-CAM-78677,camara_trafico,TV132-MTNEZ MALDONADO - GRAL BLAKE,,Calle Martínez Maldonado,36.72144034340195,-4.437117742854744,municipal,no
ITS-CAM-21561,camara_trafico,TV37-CORREOS,Avda. de la Aurora – C/Cuarteles.,Avenida de la Aurora,36.71562991482942,-4.426297997938872,municipal,no
ITS-CAM-75087,camara_trafico,TV121-MARTÍNEZ DE LA ROSA - VANDELVIRA,Martínez De La Rosa - Vandelvira,Calle Martínez de la Rosa,36.72790944362645,-4.443114169974019,municipal,no
ITS-CAM-21599,camara_trafico,TV75-MARTINEZ DE LA ROSA,C/ Martinez de la Rosa - C/ Moraima.,Calle Martínez de la Rosa,36.72657991470196,-4.438946997923836,municipal,no
ITS-CAM-21566,camara_trafico,TV42-ÁLAMOS,C/ Álamos – C /Dos Aceras.,Calle Carretería,36.72436971489007,-4.420796297944208,municipal,no
ITS-CAM-21547,camara_trafico,TV08-MANUEL ALCANTARA,Plaza Manuel Alcántara.,Plaza Poeta Manuel Alcántara,36.71674691480409,-4.4287899979359935,municipal,no
ITS-CAM-21550,camara_trafico,TV11-EUGENIO GROSS,C/ Eugenio Gross – Cmno. de Suárez.,Camino de Suárez,36.7268709147427,-4.435109997928045,municipal,no
ITS-CAM-21565,camara_trafico,TV41-CARRETERÍA,C/ Carretería – Puente de la Aurora.,Avenida de la Rosaleda,36.72174291484531,-4.425036997939712,municipal,no
ITS-CAM-75102,camara_trafico,TV98-SAN JUAN BOSCO - ALBÉNIZ,San Juan Bosco - Albéniz,Calle San Juan Bosco,36.73496799538173,-4.422661440262923,municipal,no
ITS-CAM-74266,camara_trafico,TV113 - PASILLO MATADERO - PUENTE DEL CARMEN,Pasillo Matadero - Pte Del Cármen,Pasillo del Matadero,36.711689463033025,-4.426545825084323,municipal,no
ITS-CAM-21562,camara_trafico,TV38-PRÍES,Paseo de Sancha – C/ Gutemberg.,Paseo de Sancha,36.721581015050155,-4.404739597962626,municipal,no
ITS-CAM-21594,camara_trafico,TV70-PSO. LIMONAR,Paseo Sancha – Paseo Limonar.,Paseo de Sancha,36.722719615109966,-4.39869859796942,municipal,no
ITS-CAM-75101,camara_trafico,TV97-PSO SANCHA - RAFAEL PÉREZ ESTRADA,Pso Sancha - Rafael Pérez Estrada,Paseo de Sancha,36.72252734309541,-4.399575623188018,municipal,no
ITS-CAM-21563,camara_trafico,TV39-MÁRMOLES,C/ Mármoles – C/ Pelayo.,Calle Martínez Maldonado,36.72152651476637,-4.432618197931301,municipal,no
ITS-CAM-21584,camara_trafico,TV60-VICTORIA - FERRANDIZ,Plaza de la Victoria – C/ Ferrándiz.,Plaza de la Victoria,36.727094914963864,-4.413646997952011,municipal,no
ITS-CAM-21558,camara_trafico,TV19-CÁNOVAS,Plaza de la Malagueta (playa).,Plaza de la Malagueta,36.717763915001434,-4.4094699979575935,municipal,no
ITS-CAM-21578,camara_trafico,TV54-EL ATABAL,Avda. Lope de Vega - P.M. Barbadillo.,Avenida de Julio Cortázar,36.73082891437692,-4.468805997891106,municipal,no
ITS-CAM-21617,camara_trafico,TV26-TABACALERA,Avda de la Paloma – Avda. Sor Tª Prat.,Avenida de Sor Teresa Prat,36.69975491468234,-4.439599997925641,municipal,no
ITS-CAM-75024,camara_trafico,TV92-AVDA SOR TERESA PRAT - FRIGILIANA,Avda Sor Teresa Prat - Frigiliana,Avenida de Sor Teresa Prat,36.69530822667247,-4.4430726477373135,municipal,no
ITS-CAM-21607,camara_trafico,TV83-REALENGA DE SAN LUIS,C/ Realenga de San Luis - C/ Manuel de Falla,Calle Realenga de San Luis,36.694399914584466,-4.448469997916457,municipal,no
ITS-CAM-21614,camara_trafico,TV90-HERMANN HESSE,Situación: Azucarera Intelhorce - C/Hermann Hesse,Carretera Azucarera-intelhorce,36.68561591429539,-4.474037997889901,municipal,no
ITS-CAM-75077,camara_trafico,TV111-HERRERA ORIA - VIRGEN DE LAS FLORES,Herrera Oria - Virgen De Las Flores,Avenida del Obispo Ángel Herrera Oria,36.718661233258096,-4.443365977210885,municipal,no
ITS-CAM-21598,camara_trafico,TV74-AVDA. DE LA AURORA,Avda. de la Aurora - C/ Escultor Palma Burgos.,Avenida de la Aurora,36.715808914711324,-4.437586997926342,municipal,no
ITS-CAM-75079,camara_trafico,TV114-AVDA AURORA - CONDE DE GUADALHORCE,Avda Aurora - Conde De Guadalhorce,Avenida de la Aurora,36.71473011046012,-4.442592828097308,municipal,no
ITS-CAM-21590,camara_trafico,TV66-CMNO SAN RAFAEL,Cmno. de San Rafael - C/ Ceramistas.,Calle Alcalde Díaz Zafra,36.707188914587526,-4.448752997914937,municipal,no
ITS-CAM-75089,camara_trafico,TV123-AVDA LAS AMÉRICAS - MAURICIO MORO,Avda Las Américas - Mauricio Moro,Calle Mauricio Moro Pareto,36.71529643806447,-4.435445705843582,municipal,no
ITS-CAM-21587,camara_trafico,TV63-JUAN FRANCES BOSCA,Avda. Lope de Vega – C/ Juan Francés Bosca.,Plaza Manos Unidas,36.7273829144345,-4.463531997897066,municipal,no
ITS-CAM-75085,camara_trafico,TV119-CTRA. DE LA AZUCARERA INTELHORCE - CONCEPCIÓN ARENAL,Ctra. De La Azucarera Intelhorce - Concepción Arenal,Carretera Azucarera-intelhorce,36.689807330710806,-4.482932809155636,municipal,no
ITS-CAM-78680,camara_trafico,TV135-BOLIVIA - ARROYO JABONEROS,Bolivia - Arroyo Jaboneros,Calle Bolivia,36.71996872213814,-4.3662953497492145,municipal,no
ITS-CAM-21537,camara_trafico,TV21-CARRIL CAPITÁN,Plaza del Pintor Sandro Boticelli.,Plaza del Pintor Sandro Botticelli,36.719837914475285,-4.459539997902071,municipal,no
ITS-CAM-21626,camara_trafico,TV35-JUAN XXIII - GASSET,Avda. Juan XXIII – Avda. Ortega y Gasset.,Avenida de José Ortega y Gasset,36.71128091462121,-4.4458179979177475,municipal,no
ITS-CAM-75070,camara_trafico,TV104-HÉROE DE SOSTOA - AVDA LA PALOMA,Héroe De Sostoa - Avda La Paloma,Calle Héroe de Sostoa,36.701464525794535,-4.443540338584191,municipal,no
ITS-CAM-21576,camara_trafico,TV52-A. MACHADO - EL BULTO,P. M. Antonio Machado – Avda. Ingeniero J MªGarnica.,Paseo de Antonio Machado,36.70930291481057,-4.427830997937757,municipal,no
ITS-CAM-75025,camara_trafico,TV93-PSO ANTONIO MACHADO - TOMÁS ECHEVARRIA,PSO ANTONIO MACHADO - TOMÁS ECHEVARRIA,Paseo de Antonio Machado,36.70305051985399,-4.433139483838113,municipal,no
ITS-CAM-21605,camara_trafico,TV81-ATARAZANAS,C/ Atarazanas – Plaza Arriola.,Calle Atarazanas,36.71800091485209,-4.424208997940987,municipal,no
ITS-CAM-21621,camara_trafico,TV30-ALAMEDA DE COLÓN,Alameda de Colón - Muelle de Heredia.,Avenida de Manuel Agustín Heredia,36.71315991485312,-4.4238899979417905,municipal,no
ITS-CAM-21538,camara_trafico,TV22-CARLOS HAYA,Avda Carlos Haya – Avda Sta. R. Lima.,Avenida Carlos de Haya,36.72242591459181,-4.449028997913194,municipal,no
ITS-CAM-75088,camara_trafico,TV122-HÉROE DE SOSTOA - PTE JUAN PABLO II,Héroe De Sostoa - Pte Juan Pablo Ii,Calle Héroe de Sostoa,36.70791424916756,-4.4354745814614915,municipal,no
ITS-CAM-78676,camara_trafico,TV137-ARROYO ÁNGELES - MAZARREDO,C/ Mazarredo - Av. Arroyo de los Ángeles,Calle Mazarredo,36.727501484210016,-4.4285158930578294,municipal,no
ITS-CAM-21539,camara_trafico,TV23-CMNO. SUÁREZ,Avda Valle Inclán - Camino de Suárez.,Calle Alcalde José Luis Estrada,36.72939491464857,-4.444073997917944,municipal,no
ITS-CAM-21569,camara_trafico,TV45-ORTEGA Y GASSET,Avda. Ortega y Gasset - Alcalde Díaz Zafra.,Avenida de José Ortega y Gasset,36.71035091456018,-4.451405997911754,municipal,no
ITS-CAM-21549,camara_trafico,TV10-PTE AMERICAS,Puente de las Américas – C/ Hilera.,Calle Ingeniero de la Torre Acosta,36.71811591471947,-4.436919997926862,municipal,no
ITS-CAM-78678,camara_trafico,TV133-ING TORRE ACOSTA - CAPITAN MARCOS GARCIA,,Calle Ingeniero de la Torre Acosta,36.72023979942364,-4.438841224651465,municipal,no
ITS-CAM-75096,camara_trafico,TV130-LUIS BUÑUEL - JORGE SILVELA (PTE ROSALEDA),Luis Buñuel - Jorge Silvela (Pte Rosaleda),Avenida de Jorge Silvela,36.73291803461239,-4.425201498745849,municipal,no
ITS-CAM-75082,camara_trafico,TV117-AVDA. DE JOSÉ ORTEGA Y GASSET - AMONIACO,Avda. De José Ortega Y Gasset - Amoniaco.,Avenida de José Ortega y Gasset,36.70805943021756,-4.493541920504962,municipal,no
ITS-CAM-21552,camara_trafico,TV13-JUAN XXIII,Avda Juan XXIII – C/ Héroe Sostoa.,Calle Héroe de Sostoa,36.70376891467183,-4.4407649979239885,municipal,no
ITS-CAM-21551,camara_trafico,TV12-BERMÚDEZ,Plaza Aparejador Federico Bermúdez.,Plaza Aparejador Federico Bermúdez,36.72140091468826,-4.440006997923156,municipal,no
ITS-CAM-21554,camara_trafico,TV15-ANTONIO MACHADO,Glorieta Antonio Molina.,Paseo de Antonio Machado,36.700245914723055,-4.435781997929793,municipal,no
ITS-CAM-21573,camara_trafico,TV49-PZA BERGAMIN,Plaza José Bergamín.,Plaza José Bergamín,36.71948191453227,-4.45435699790769,municipal,no
ITS-CAM-75074,camara_trafico,TV108-LUIS BUÑUEL - DR. MARAÑÓN,Luis Buñuel - Dr. Marañón,Avenida de Luis Buñuel,36.7329905435748,-4.428651998030407,municipal,no
ITS-CAM-21593,camara_trafico,TV69-LOS VEGAS,Avda. José Ortega y Gasset - Avda. los Vegas.,Avenida de José Ortega y Gasset,36.70767491426684,-4.477470997884165,municipal,no
ITS-CAM-21588,camara_trafico,TV64-MARIA ZAMBRANO,Avda. Jose Ortega y Gasset – Avda. Mª Zambrano.,Avenida de José Ortega y Gasset,36.706533914407,-4.465085997897404,municipal,no
ITS-CAM-21591,camara_trafico,TV67-FERIA NORTE,Avda. José Ortega y Gasset - Palacio de Ferias.,Avenida de José Ortega y Gasset,36.70728791445585,-4.460745997901973,municipal,no
ITS-CAM-21606,camara_trafico,TV82-ROTONDA PTA,Rotonda Parque tecnológico,Glorieta Plácido Fernández Viagas,36.73104091337015,-4.550801997808316,municipal,no
ITS-CAM-21592,camara_trafico,TV68-PARÍS,Avda. José Ortega y Gasset - C/ Paris.,Avenida de José Ortega y Gasset,36.70659191433593,-4.471381997890696,municipal,no
ITS-CAM-21586,camara_trafico,TV62-ROSARIO PINO,C/ Actriz Rosartio Pino - C/ Peinado.,Calle Actriz Rosario Pino,36.731071914853544,-4.424659997939263,municipal,no
ITS-CAM-21618,camara_trafico,TV27-GUINDOS,Avda. de los Guindos – c/ Pacífico.,Calle Pacífico,36.689554914637526,-4.443339997922507,municipal,no
ITS-CAM-75094,camara_trafico,TV128-C/ NAVARRO LEDESMA - C/ ALICIA ALONSO,C/ Navarro Ledesma - C/ Alicia Alonso.,Calle Navarro Ledesma,36.72241374406078,-4.487079693023306,municipal,no
ITS-CAM-21623,camara_trafico,TV32-AVDA. EUROPA,Av . Europa con C/ Gaucín,Avenida de Europa,36.699776914538596,-4.452916997911119,municipal,no
ITS-CAM-21625,camara_trafico,TV34-LA UNIÓN,C/ La Unión – C/ Santa Marta.,Calle la Unión,36.710714914682804,-4.44004399792412,municipal,no
ITS-CAM-21583,camara_trafico,TV59-NAVARRO LEDESMA,C/ Navarro Ledesma - Avda. Diego Fdez. Mendoza.,Calle Navarro Ledesma,36.72460391434704,-4.471176997889185,municipal,no
ITS-CAM-75090,camara_trafico,TV124-NAVARRO LEDESMA - PARMÉNIDES,Navarro Ledesma - Parménides,Calle Navarro Ledesma,36.72451800729893,-4.479892966749699,municipal,no
ITS-CAM-75076,camara_trafico,TV110-NAVARRO LEDESMA - ORSON WELLES,Navarro Ledesma - Orson Welles,Calle Navarro Ledesma,36.72550736907263,-4.463103633892712,municipal,no
ITS-CAM-21596,camara_trafico,TV72-AV EUROPA - AV PALOMA,Avda. de Europa - Avda. de la Paloma.,Avenida de Europa,36.70242491461743,-4.445775997918636,municipal,no
ITS-CAM-21585,camara_trafico,TV61-PZA OLLETAS,Plaza de Olletas – Cmno. del Colmenar.,Calle Toquero,36.733398914945404,-4.41576399794903,municipal,no
ITS-CAM-75068,camara_trafico,TV102-AVDA EUROPA - HORACIO QUIROGA,Avda Europa - Horacio Quiroga,Avenida de Europa,36.69650842438352,-4.458568459839183,municipal,no
ITS-CAM-21612,camara_trafico,TV88. GUERRERO STRACHAN,Intersección con Cl. Lorenza Correa,Calle Lorenza Correa,36.73751991487794,-4.4225779979409925,municipal,no
ITS-CAM-75092,camara_trafico,TV126-DIEGO FERNÁNDEZ DE MENDOZA - JORGE LUIS BORGES,Diego Fernández De Mendoza - Jorge Luis Borges,Avenida de Jorge Luis Borges,36.720405720621116,-4.469004527510916,municipal,no
ITS-CAM-75100,camara_trafico,TV96-AVDA. SALVADOR ALLENDE - C/ AGUILAR Y CANO,Avda. Salvador Allende - C/ Aguilar Y Cano,Avenida de Salvador Allende,36.719139277903835,-4.357839175165649,municipal,no
ITS-CAM-21577,camara_trafico,TV53-C.HAYA - V. INCLÁN,Avda. Carlos Haya – Avda. Valle Inclán.,Avenida Carlos de Haya,36.72406991452471,-4.455245997906293,municipal,no
ITS-CAM-21541,camara_trafico,TV02-CTRA ALMERÍA,Ctra. de Almería – Ctra. de Olías.,Calle Almería,36.720112915533015,-4.352998998023139,municipal,no
ITS-CAM-21620,camara_trafico,TV29-IDRIS,P.M. Pablo Ruiz Picasso - c/Idris.,Calle Idris,36.72254191512961,-4.396670997971764,municipal,no
ITS-CAM-21601,camara_trafico,TV77-AVDA MOLIERE - PATO,Avda. Moliere - Camino del Pato.,Glorieta Once de Marzo,36.68671291453278,-4.452875997912407,municipal,no
ITS-CAM-21595,camara_trafico,TV71-VALLE INCLAN,Avda. Valle Inclán – Avda. Simón Bolívar.,Glorieta Manuel Pellegrini,36.73632791476401,-4.433505997928927,municipal,no
ITS-SEM-19306,semaforo,SEMAFOROACUSTICO_13.12,,Calle las Espuelas,36.73000003763976,-4.400000000017663,municipal,si
ITS-SEM-18982,semaforo,SEMAFOROACUSTICO_03.09,Intersección con Cl. Gutemberg,Calle Gutenberg,36.72029703762738,-4.405258000017775,municipal,si
ITS-SEM-19206,semaforo,SEMAFOROACUSTICO_10.02,Intersección con Pllo. Santo Domingo,Plaza de la Aurora,36.72174475189456,-4.425784349459853,municipal,si
ITS-SEM-19279,semaforo,SEMAFOROACUSTICO_12.18,,Calle Doctor Salguero Morales,36.738512214516604,-4.426668081186751,municipal,si
ITS-SEM-19301,semaforo,SEMAFOROACUSTICO_13.07,Con calle Doctor Ferrán,Camino Colmenar,36.73427603764514,-4.415862000018092,municipal,si
ITS-SEM-19302,semaforo,SEMAFOROACUSTICO_13.08,Intersección c/ Olletas,Camino Colmenar,36.735117037646226,-4.415945000018089,municipal,si
ITS-SEM-19303,semaforo,SEMAFOROACUSTICO_13.09,Intersección con Av. Manuel Gorría,Camino Colmenar,36.73640403764783,-4.4156810000180915,municipal,si
ITS-SEM-19268,semaforo,SEMAFOROACUSTICO_12.03,Intersección con Av. Guerrero Strachan,Avenida de Guerrero Strachan,36.737404037649135,-4.4229610000182875,municipal,si
ITS-SEM-19091,semaforo,SEMAFOROACUSTICO_01.07,Intersección c/ Antonio Trueba,Avenida de Juan Sebastián Elcano,36.722162910460995,-4.365952312963144,municipal,si
ITS-SEM-19090,semaforo,SEMAFOROACUSTICO_01.05,Intersección con Cl. Ángel Guimerá,Avenida de Juan Sebastián Elcano,36.72235747703833,-4.371777400391365,municipal,si
ITS-SEM-19093,semaforo,SEMAFOROACUSTICO_01.09,Intersección con Cl. Luis Taboada,Avenida de Juan Sebastián Elcano,36.72140237615504,-4.36298176647908,municipal,si
ITS-SEM-19298,semaforo,SEMAFOROACUSTICO_13.04,Intersección con c/ Rodrigo de Ulloa,Calle Cristo de la Epidemia,36.73136934670756,-4.415237903613038,municipal,si
