id,nombre,descripcion,direccion,latitud,longitud,fecha_inicio,hora_inicio,fecha_fin,hora_fin,tipo_intervencion,tipo_afectacion,titularidad,impacto_pmr,notas
AFEC-0020,Intervención Calle Manuel Ruiz Zorrilla,"Afectaciones al tráfico en c/ Manuel Ruiz Zorrilla en el tramo comprendido entre Plaza Eduardo Dato y c/ Alonso de Fonseca, para realizar operaciones auxiliares de obra (movimiento de tierras, carga y descarga y hormigonado) de nuevo edificio a la altura del n.º 12.",Calle Manuel Ruiz Zorrilla,36.729549294110555,-4.435565730984447,2026-06-22,08:00,2026-06-26,18:00,obra,ocupacion_calzada,municipal,no,"Rafran Constructora Andaluza, S.L."
AFEC-0021,Intervención Calle Pozos Dulces,"Accesos puntuales a Plazuela Virgen de las Penas y Plaza del Pericón, para realizar operaciones auxiliares de obra.",Calle Pozos Dulces,36.722208004094746,-4.423357389193702,2026-02-17,07:30,2026-02-17,12:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0022,Intervención Calle Pozos Dulces,"Accesos puntuales a Plazuela Virgen de las Penas y Plaza del Pericón, para realizar operaciones auxiliares de obra de c/Pozos Dulces, nº21 y 25 (carga y descarga)",Calle Pozos Dulces,36.72220412022193,-4.423342504317457,2026-02-19,07:30,2026-07-16,12:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0023,Intervención Calle Pozos Dulces,"Accesos puntuales a el Pozos Dulces, nº 18 para realizar operaciones auxiliares de obra. Ampliación temporal.",Calle Pozos Dulces,36.722132223483456,-4.423378557823545,2026-06-26,07:00,2026-09-26,12:00,obra,corte_trafico,municipal,no,"ANDRADE PINAZO, SL"
AFEC-0024,Intervención Calle Pozos Dulces,"Accesos puntuales a el Pozos Dulces, nº 18 para realizar operaciones auxiliares de obra. Ampliación temporal.",Calle Pozos Dulces,36.722132223483456,-4.423378557823545,2026-05-16,07:00,2026-08-23,10:00,obra,corte_trafico,municipal,no,"ANDRADE PINAZO, SL"
AFEC-0025,Intervención Calle Carrión,Cortes de tráfico en c/ Carrión para realizar operaciones de hormigonado y carga y descarga de obra situada en el n.º 7-9. Ampliación de Plazo.,Calle Carrión,36.72656618742027,-4.419235980637562,2026-08-24,09:30,2027-01-11,20:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0026,Intervención Calle Bolsa,"Accesos puntuales a c/ Bolsa, nº 10 para realizar operaciones auxiliares de obra (Demolición).",Calle Bolsa,36.71933602088309,-4.420584806415301,2026-03-05,07:00,2026-03-06,11:00,obra,ocupacion_calzada,municipal,no,"ANDRADE PINAZO, S.L."
AFEC-0027,Intervención Calle Carrión,Corte de tráfico en c/Carrión para realizar operaciones de hormigonado y carga y descarga de obra situada en el nº 7-9,Calle Carrión,36.72636599100604,-4.419477236755085,2026-02-10,09:30,2026-07-07,18:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0028,Intervención Calle Carrión,Corte de tráfico en c/ Carrión para realizar operaciones de hormigonado y carga y descarga de obra situada en el nº7-9.,Calle Carrión,36.72636970945779,-4.419494479033548,2026-05-31,09:30,2026-05-31,20:00,obra,ocupacion_calzada,municipal,no,PROYECTOS E INFRAESTRUCTURAS ZAMBANA SL
AFEC-0029,Intervención Calle Pedro de Toledo,"Acceso puntuales de obra a c/Pedro de Toledo nº1-3, para realizar operaciones auxiliares de obra (montaje estructura metálica, grúas móviles) en obra de reforma del Convento de San Agustín, para la nueva sede de la Biblioteca Nacional del Estado en Málaga. AMPLIACIÓN DE PLAZO",Calle Pedro de Toledo,36.720714761266635,-4.41821135881901,2026-11-13,07:30,2027-04-13,17:30,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0030,Intervención Plaza de Rudyard Kipling,"Ocupación de calzada en Plaza Rudyard Kipling n.º 4, para realizar operaciones de izado de material fotovoltaico a cubierta de edificio.",Plaza de Rudyard Kipling,36.72042261222434,-4.464139420784244,2026-10-23,10:30,2028-04-22,20:00,otro,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0031,Intervención Calle Císter,"Accesos puntuales a c/ Císter, nº19, para realizar operaciones auxiliares de obra (carga y descarga).",Calle Císter,36.72042821832484,-4.417577316743642,2026-12-27,08:00,2027-05-29,11:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0032,Intervención Calle Císter,Accesos puntuales a C/ Cister para realizar operaciones auxiliares de obra,Calle Císter,36.72042821832484,-4.417577316743642,2026-01-24,08:00,2026-07-05,11:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0033,Intervención Calle San Nicolás,"Cortes de tráfico en c/San Nicolás y su entorno con motivo de las obras del Proyecto de Separación de Redes en calle San Nicolás, en Málaga. (EMASA)",Calle San Nicolás,36.716631903970935,-4.412378720313527,2026-04-27,08:00,2026-10-05,20:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0034,Intervención Calle Keromnes,Ocupación menor en carril de circulación con o sin estacionamiento.,Calle Keromnes,36.72062799062287,-4.40831602546212,2026-02-10,08:00,2026-03-02,14:00,otro,ocupacion_calzada,municipal,no,CINARA PROPERTIES SL
AFEC-0035,Intervención Calle Cristobalina Fernández,Ocupación menor de carga y descarga de materiales en c/Cristobalina Fernández nº 41.,Calle Cristobalina Fernández,36.72310953852405,-4.537001588013853,2026-02-21,08:00,2026-02-21,17:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0036,Intervención Plaza de la Virgen Milagrosa,Ocupación menor por carga y descarga de materiales,Plaza de la Virgen Milagrosa,36.7193974040654,-4.36426185509928,2026-05-23,08:00,2026-10-17,23:59,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0037,Intervención Calle Luis de Velázquez,Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por traslado de enseres en Calle Luis de Velázquez nº7.,Calle Luis de Velázquez,36.722189129368445,-4.421188038427466,2026-11-22,07:30,2027-02-21,11:00,otro,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0038,Intervención Calle Pimienta,"Corte de tráfico en c/ Pimienta, en el tramo comprendido entre c/ Olmos y c/ Pino Padre, para realizar operaciones de hormigonado.",Calle Pimienta,36.73037759581437,-4.380849923457477,2026-03-25,07:00,2027-09-23,20:00,obra,ocupacion_calzada,municipal,no,EMASA.
AFEC-0039,Intervención Calle Miguel Bueno Lara,Ocupación menor por carga y descarga de materiales,Calle Miguel Bueno Lara,36.73012528774124,-4.419513323299661,2026-07-01,08:00,2027-01-03,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0040,Intervención Avenida Imperio Argentina,Ocupación menor para hormigonado,Avenida Imperio Argentina,36.68069696446412,-4.449108894969928,2026-12-10,09:00,2027-12-10,13:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0041,Intervención Avenida Imperio Argentina,"Ocupación de calzada en Av. Imperio Argentina, 35 para los trabajos de carga y descarga de materiales de obra.",Avenida Imperio Argentina,36.680989973473,-4.449900460482852,2026-12-26,08:00,2026-12-27,18:00,obra,ocupacion_calzada,municipal,no,Heliopol S.A
AFEC-0042,Intervención Avenida del Arroyo de los Ángeles,"Corte de tráfico en vial de servicio de Av. Arroyo de los Ángeles, desde su intersección con C/ Mazarredo, para trabajos auxiliares de obra (hormigonados) en C/ Alonso Cano, 5-7. Ampliación.",Avenida del Arroyo de los Ángeles,36.72749376310354,-4.428825603330163,2026-11-28,08:00,2027-07-23,15:00,obra,corte_trafico,municipal,no,"ALZA OBRAS Y SERVICIOS S.L Los trabajos se realizarán, sólo las horas y días mínimos e imprescindibles para el desarrollo los mismos."
AFEC-0043,Intervención Calle las Palmeras,Ocupación menor para carga y descarga de materiales,Calle las Palmeras,36.73961572442914,-4.359841269920561,2026-11-08,07:30,2027-02-08,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0044,Intervención Calle Cortina del Muelle,,Calle Cortina del Muelle,36.719383035562004,-4.4188688087605135,2026-03-29,08:00,2026-08-07,20:00,obra,corte_trafico,municipal,no,"Construcciones y Obras Verosa, SL."
AFEC-0045,Intervención Calle Martínez,"Accesos puntuales a c/ Martínez, ºº para realizar operaciones auxiliares de obra situada en c/ Alarcón Luján, 13 (carga y descarga). Ampliación temporal de la autorización.",Calle Martínez,36.71845730778445,-4.421865444701213,2026-05-06,07:00,2026-05-07,12:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0046,Intervención Calle Marqués de Valdeflores,Ocupación menor para otros trabajos análogos de obra,Calle Marqués de Valdeflores,36.70464653490236,-4.440406281276208,2026-08-25,07:30,2027-10-08,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0047,Intervención Calle Lobelia,"Ocupación de estacionamiento en c/ Lobelia, a la altura del nº 9, para realizar operaciones de carga y descarga.",Calle Lobelia,36.74571575067925,-4.4895331932341325,2026-05-19,08:00,2026-10-13,14:00,obra,otro,municipal,no,"Olona Moreno Construcciones, S.L."
AFEC-0048,Intervención Calle Molina Lario,"Accesos puntuales a las calles Císter, Santa María y Molina Larios, para realizar operaciones auxiliares de obra (Carga y Descarga e Inyecciones armadas en Iglesia del Sagrario). AMPLIACIÓN DE PLAZO.",Calle Molina Lario,36.720446488297156,-4.420136668457422,2026-12-19,07:00,2027-04-29,12:00,obra,ocupacion_calzada,municipal,no,7791 ASEYCON SL OBRAS Y RESTAURACIONES PICASO SL Y HERMANOS CAMPANO SL
AFEC-0049,Intervención Calle Santa María,"Accesos puntuales a c/ Molina Lario, esquina con c/ Santa María, nº23, para realizar operaciones auxiliares de obra (carga y descarga).",Calle Santa María,36.7209178259534,-4.420450656851451,2026-04-23,07:00,2026-09-04,11:00,obra,ocupacion_calzada,municipal,no,"Ilitur Homes, S.L"
AFEC-0050,Intervención Calle Nueva,Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por mudanza en calle Nueva nº 3.,Calle Nueva,36.72058259741624,-4.422662104468122,2026-06-16,07:00,2027-02-08,11:30,otro,ocupacion_calzada,municipal,no,UNION ANDALUZA NION SERVICIOS DE MUDANZA S.L.
AFEC-0051,Intervención Calle Marqués de Valdecañas,"Accesos puntuales a c/ Marqués de Valdecañas, 5, para realizar operaciones auxiliares de obra.",Calle Marqués de Valdecañas,36.724304667104256,-4.423464920780111,2026-04-28,08:00,2029-04-28,12:00,obra,ocupacion_calzada,municipal,no,GRUPO MACIAS COIN SL
AFEC-0052,Intervención Calle Pilar Lorengar,Ocupación menor por carga y descarga de materiales,Calle Pilar Lorengar,36.6819179879212,-4.450023071612783,2026-06-11,09:00,2026-08-23,13:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0053,Intervención Calle Marruecos,"Corte de tráfico en c/ Marruecos, en el tramo comprendido entre c/ San Juan Bosco y c/ Montserrat, para realizar obra de saneamiento de EMASA.",Calle Marruecos,36.73202527986692,-4.4214163028306315,2026-05-18,08:00,2026-08-17,20:00,obra,ocupacion_calzada,municipal,no,EMASA.
AFEC-0054,Intervención Calle Pacífico,"Ocupación de carril de circulación y estacionamiento en el vial de servicio de c/ Pacífico, a la altura del nº 98-100, para realizar operaciones de izado.",Calle Pacífico,36.684880075129634,-4.446554017344751,2026-04-19,09:00,2026-09-28,19:00,otro,otro,municipal,no,GRUAS RAIMUNDO SL
AFEC-0055,Intervención Plaza de los Viñeros,Accesos puntuales a Plaza de los Viñeros para operaciones auxiliares de obra.,Plaza de los Viñeros,36.723398009538506,-4.424289858903894,2026-06-11,07:30,2026-08-20,13:30,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0056,Intervención Calle Platero Diego de Baena,"Ocupación menor por otros trabajos análogos, acopio de materiales de construcción",Calle Platero Diego de Baena,36.73244963864183,-4.452077009873691,2026-12-02,00:00,2026-12-06,00:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0057,Intervención Calle Mitjana,"Ocupación de estacionamiento y parte de carril de circulación en c/ Mitjana n.º 6-8, para realizar operaciones auxiliares de obra (hormigonado y carga y descarga)",Calle Mitjana,36.7291498728586,-4.414089988271648,2026-07-22,08:00,2026-07-23,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0058,Intervención Calle Bolivia,"Prohibición de estacionamiento en C/ Bolivia nº 106, para facilitar el acceso a obra (Renovación).",Calle Bolivia,36.72150838136871,-4.376366080017918,2026-08-23,08:00,2027-12-10,20:00,obra,corte_trafico,municipal,no,CONSTRUCCIONES JOSE BRAVO SL
AFEC-0059,Intervención Calle Carretería,"Accesos puntuales a c/ Carretería, para realizar operaciones auxiliares de obra de rehabilitación del colector de calle Carretería (carga y descarga). Ampliación temporal de autorización.",Calle Carretería,36.72268938513868,-4.4243649406255425,2026-05-16,07:00,2026-10-14,19:00,obra,ocupacion_calzada,municipal,no,"Apimosa, S.L."
AFEC-0060,Intervención Calle Luis de Milán,"Corte de tráfico en c/ Luis de Milán, en el tramo comprendido entre c/ Julio Gómez y c/ Leopardi, para realizar operaciones de hormigonado.",Calle Luis de Milán,36.71884249228904,-4.353305440568892,2026-05-07,08:00,2027-05-06,22:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0061,Intervención Calle Juan de Herrera,"Afectaciones de tráfico en c/ Juan de Herrera, para realizar operaciones de carga y descarga y hormigonado de obra, a la altura del nº28.",Calle Juan de Herrera,36.725386010704625,-4.427998721091996,2026-10-03,08:00,2027-02-14,18:00,obra,corte_trafico,municipal,no,OBRAS Y REFORMAS BRACO SL
AFEC-0062,Intervención Calle Molino Hundido,"Afectaciones al tráfico en c/Molino Hundido, c/Señora y c/Colombia, para realizar operaciones auxiliares de obra",Calle Molino Hundido,36.724462290011104,-4.3669706421286465,2026-10-27,09:30,2026-10-27,19:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0063,Intervención Calle Carretería,"Accesos puntuales a c/ Carretería, nº 9 para realizar operaciones auxiliares de obra. Carga y descarga y hormigonados.",Calle Carretería,36.722070192502436,-4.424795818645754,2026-10-26,08:00,2027-08-25,16:00,obra,ocupacion_calzada,municipal,no,HILMAN PROYECTOS Y GESTION SL
AFEC-0064,Intervención Avenida de las Caballerizas,Ocupación menor para Hormigonado,Avenida de las Caballerizas,36.73398607690959,-4.3952716337351445,2026-07-05,08:00,2026-10-04,18:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0065,Intervención Calle Batihoja,"Corte de tráfico en C/ Batihoja, a la altura del nº 9, para realizar operaciones auxiliares de obra (hormigonado y carga y descarga).",Calle Batihoja,36.735406633525926,-4.40845720647282,2026-03-12,09:30,2027-03-28,18:00,obra,corte_trafico,municipal,no,CIMENTACIONES Y ESTRUCTURAS GARCIA PINAZO SL
AFEC-0066,Intervención Calle Especería,"Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por carga y descarga de cristales para local comercial ubicado en C/ San Juan nº 2, con ocupación en C/ Especería nº 26.",Calle Especería,36.72092994172885,-4.423611525573568,2026-09-10,08:00,2026-09-11,15:00,otro,ocupacion_calzada,municipal,no,"LUMINOSOS MERA, S.L."
AFEC-0067,Intervención Calle Jordán Marbella,"Corte de tráfico en c/ Jordán Marbella en el tramo comprendido entre c/ Río Gevona y c/ Rafael Salinas, para realizar operaciones de carga y descarga.",Calle Jordán Marbella,36.70760585884232,-4.436613135778108,2026-01-25,09:30,2028-01-25,18:00,obra,ocupacion_calzada,municipal,no,BILBA CONSTRUCCION E INFRAESTRUCTURAS SL
AFEC-0068,Intervención Calle Moreno Monroy,"Accesos puntuales a calle Moreno Monroy con ocupación en Plaza de la Constitución, para realizar operaciones auxiliares de obra (carga y descarga)",Calle Moreno Monroy,36.72044061656536,-4.421281927622736,2026-03-20,07:00,2027-03-21,11:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0069,Intervención Calle Rodríguez Rubí,"Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por transporte de mobiliario y enseres en calle Rodríguez Rubí, nº2, con ocupación en Plaza de la Constitución.",Calle Rodríguez Rubí,36.72144230198067,-4.422143057756836,2026-03-23,07:00,2026-08-21,10:00,otro,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0070,Intervención Calle Rodríguez Rubí,"Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por transporte de mobiliario y enseres en calle Rodríguez Rubí, nº 2, con ocupación en Plaza de la Constitución.",Calle Rodríguez Rubí,36.72144230198067,-4.422143057756836,2026-08-05,07:00,2027-03-30,10:00,otro,ocupacion_calzada,municipal,no,Particular.
AFEC-0071,Intervención Calle Especería,Acceso a la Zona restringida a la circulación de Especial Protección de Centro Histórico. Supuesto no ordinario de acceso puntual por mudanza en calle Especería nº 3.,Calle Especería,36.72086839474367,-4.4228139004369345,2026-02-02,07:00,2026-05-05,11:30,otro,ocupacion_calzada,municipal,no,UNION ANDALUZA SERVICIOS DE MUDANZAS S.L.
AFEC-0072,Intervención Calle Nicasio Calle,"Accesos puntuales a calle Nicasio nº1, para realizar operaciones auxiliares de obra ( carga y descarga).",Calle Nicasio Calle,36.72077759273372,-4.421560825124583,2026-07-15,07:30,2026-07-15,09:00,obra,corte_trafico,municipal,no,"Fonclisol Instalaciones, SL"
AFEC-0073,Intervención Calle Álamos,"Accesos puntuales a el Alamos, nº 25 para realizar operaciones auxiliares de obra (carga y descarga cuba de obra)",Calle Álamos,36.7237040262596,-4.419372148939652,2026-08-28,07:30,2026-11-28,11:30,obra,ocupacion_calzada,municipal,no,"Álamos 27, S.L."
AFEC-0074,Intervención Calle Cerrajeros,Otros trabajos análogos distintos a obras: Vaciado de tienda.,Calle Cerrajeros,36.70630394208002,-4.447815225767092,2026-05-09,12:00,2026-09-13,20:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0075,Intervención Calle López Blanco,"Corte de tráfico en c/ López Blanco, en el tramo comprendido entre Camino Suárez y c/ Martínez de la Rosa, para realizar obras de saneamiento de EMASA.",Calle López Blanco,36.72679051253353,-4.437712841281588,2026-01-06,08:00,2026-01-06,20:00,obra,corte_trafico,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0076,Intervención Calle Lara Castañeda,"Ocupación de calzada y corte de tráfico en C/ Lara Castañeda el el tramo comprendido entre C/ Ruiseñores y C/ Cristo de los Milagros, para realizar obras de saneamiento FASE 1 Y FASE2",Calle Lara Castañeda,36.733153865064416,-4.483603704198879,2026-02-28,08:00,2026-10-23,20:00,obra,ocupacion_calzada,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
AFEC-0077,Intervención Calle Comedias,"Accesos puntuales a c/ Comedias, nº 16 para realizar operaciones auxiliares de obra (carga y descarga)",Calle Comedias,36.72283282616909,-4.421509774713627,2026-10-02,07:00,2027-05-27,11:00,obra,ocupacion_calzada,municipal,no,"7791 Aseycon, S.L."
AFEC-0078,Intervención Calle Álamos,"Accesos puntuales a c/ álamos, nº 18 para realizar operaciones auxiliares de obra.",Calle Álamos,36.72373127104784,-4.419539652045979,2026-11-25,07:30,2026-11-26,11:00,obra,otro,municipal,no,Basado en dato abierto de cortes de tráfico de Málaga (oversampling de fechas).
